gene,essential
SYNPCC7942_RS00005,False
SYNPCC7942_RS00015,False
SYNPCC7942_RS00020,True
SYNPCC7942_RS00045,True
SYNPCC7942_RS00090,False
SYNPCC7942_RS00095,True
SYNPCC7942_RS00100,True
SYNPCC7942_RS00110,True
SYNPCC7942_RS00120,False
SYNPCC7942_RS00140,True
SYNPCC7942_RS00145,True
SYNPCC7942_RS00150,True
SYNPCC7942_RS00155,True
SYNPCC7942_RS00160,True
Synpcc7942_0034,False
SYNPCC7942_RS00195,False
SYNPCC7942_RS00200,True
SYNPCC7942_RS00290,False
SYNPCC7942_RS00305,False
SYNPCC7942_RS00310,False
SYNPCC7942_RS00345,False
SYNPCC7942_RS00360,True
SYNPCC7942_RS00405,True
SYNPCC7942_RS00425,False
SYNPCC7942_RS00460,True
SYNPCC7942_RS00470,True
SYNPCC7942_RS00475,True
SYNPCC7942_RS00495,True
SYNPCC7942_RS00500,True
SYNPCC7942_RS00515,True
SYNPCC7942_RS00535,True
SYNPCC7942_RS00540,False
SYNPCC7942_RS00575,False
SYNPCC7942_RS00585,False
SYNPCC7942_RS00590,True
SYNPCC7942_RS00635,True
SYNPCC7942_RS00640,True
SYNPCC7942_RS00685,False
SYNPCC7942_RS00695,True
SYNPCC7942_RS00700,False
SYNPCC7942_RS00705,True
SYNPCC7942_RS00725,True
SYNPCC7942_RS00770,True
SYNPCC7942_RS00790,False
SYNPCC7942_RS00800,True
SYNPCC7942_RS00840,False
SYNPCC7942_RS00860,False
SYNPCC7942_RS00870,False
SYNPCC7942_RS00880,False
SYNPCC7942_RS00940,False
SYNPCC7942_RS00960,True
SYNPCC7942_RS00965,True
SYNPCC7942_RS00970,True
SYNPCC7942_RS00985,False
SYNPCC7942_RS01005,False
SYNPCC7942_RS01030,True
SYNPCC7942_RS01040,False
SYNPCC7942_RS01045,False
SYNPCC7942_RS01070,True
SYNPCC7942_RS01075,True
SYNPCC7942_RS01125,False
SYNPCC7942_RS01140,False
SYNPCC7942_RS01145,True
SYNPCC7942_RS01180,True
SYNPCC7942_RS01220,False
SYNPCC7942_RS01245,False
SYNPCC7942_RS01250,False
SYNPCC7942_RS01255,False
SYNPCC7942_RS01260,False
SYNPCC7942_RS01265,False
SYNPCC7942_RS01270,False
SYNPCC7942_RS01305,False
SYNPCC7942_RS01335,True
SYNPCC7942_RS01345,True
SYNPCC7942_RS01380,True
SYNPCC7942_RS01385,True
SYNPCC7942_RS01390,True
SYNPCC7942_RS01405,False
SYNPCC7942_RS01415,False
SYNPCC7942_RS01420,False
SYNPCC7942_RS01425,False
SYNPCC7942_RS01430,True
SYNPCC7942_RS01435,True
SYNPCC7942_RS01445,True
SYNPCC7942_RS01450,True
SYNPCC7942_RS01465,True
SYNPCC7942_RS01475,True
SYNPCC7942_RS01490,True
SYNPCC7942_RS01500,False
SYNPCC7942_RS01505,False
SYNPCC7942_RS01565,False
SYNPCC7942_RS01570,False
SYNPCC7942_RS01575,False
SYNPCC7942_RS01580,True
SYNPCC7942_RS01600,False
SYNPCC7942_RS01605,True
SYNPCC7942_RS01630,True
SYNPCC7942_RS01640,True
SYNPCC7942_RS01645,True
SYNPCC7942_RS01655,False
SYNPCC7942_RS01660,True
SYNPCC7942_RS01665,True
SYNPCC7942_RS01670,True
SYNPCC7942_RS01680,True
SYNPCC7942_RS01685,True
SYNPCC7942_RS01690,True
SYNPCC7942_RS01695,True
SYNPCC7942_RS01700,True
SYNPCC7942_RS01705,True
SYNPCC7942_RS01710,True
SYNPCC7942_RS01715,True
SYNPCC7942_RS01750,False
SYNPCC7942_RS01755,False
SYNPCC7942_RS01760,True
SYNPCC7942_RS01800,False
SYNPCC7942_RS01880,False
SYNPCC7942_RS01885,False
SYNPCC7942_RS01890,False
SYNPCC7942_RS01965,True
SYNPCC7942_RS02000,False
SYNPCC7942_RS02010,False
SYNPCC7942_RS02020,True
SYNPCC7942_RS02025,False
SYNPCC7942_RS02040,True
SYNPCC7942_RS02045,False
SYNPCC7942_RS02065,True
SYNPCC7942_RS02075,False
SYNPCC7942_RS02080,True
SYNPCC7942_RS02095,True
Synpcc7942_0413,False
SYNPCC7942_RS02140,True
SYNPCC7942_RS02165,False
SYNPCC7942_RS02185,False
SYNPCC7942_RS02195,True
SYNPCC7942_RS02205,False
SYNPCC7942_RS02245,True
SYNPCC7942_RS02250,True
SYNPCC7942_RS02255,False
SYNPCC7942_RS02260,False
SYNPCC7942_RS02275,False
SYNPCC7942_RS02295,True
SYNPCC7942_RS02300,True
SYNPCC7942_RS02320,True
SYNPCC7942_RS02325,False
SYNPCC7942_RS13675,False
SYNPCC7942_RS02335,False
SYNPCC7942_RS02340,False
SYNPCC7942_RS02375,False
SYNPCC7942_RS02390,True
SYNPCC7942_RS02420,True
SYNPCC7942_RS02455,True
SYNPCC7942_RS02470,True
SYNPCC7942_RS02475,True
SYNPCC7942_RS02485,True
SYNPCC7942_RS02490,False
Synpcc7942_0491,False
SYNPCC7942_RS02505,True
SYNPCC7942_RS02560,True
SYNPCC7942_RS02565,True
SYNPCC7942_RS02570,True
SYNPCC7942_RS02595,True
SYNPCC7942_RS02670,True
SYNPCC7942_RS02690,False
SYNPCC7942_RS02695,False
SYNPCC7942_RS02715,True
SYNPCC7942_RS02720,True
SYNPCC7942_RS02730,True
SYNPCC7942_RS02735,True
SYNPCC7942_RS02760,True
SYNPCC7942_RS02765,False
SYNPCC7942_RS02780,False
SYNPCC7942_RS02810,True
SYNPCC7942_RS02850,True
SYNPCC7942_RS02885,False
SYNPCC7942_RS02900,True
SYNPCC7942_RS02935,True
SYNPCC7942_RS02940,False
SYNPCC7942_RS02945,False
SYNPCC7942_RS02950,True
SYNPCC7942_RS02965,True
SYNPCC7942_RS02970,True
SYNPCC7942_RS03010,True
SYNPCC7942_RS03015,False
SYNPCC7942_RS03035,False
SYNPCC7942_RS03055,False
SYNPCC7942_RS03060,True
SYNPCC7942_RS03080,False
SYNPCC7942_RS03095,False
SYNPCC7942_RS03100,True
SYNPCC7942_RS03120,False
SYNPCC7942_RS03125,False
SYNPCC7942_RS03140,True
SYNPCC7942_RS03170,True
SYNPCC7942_RS03195,False
SYNPCC7942_RS03210,True
SYNPCC7942_RS03225,False
SYNPCC7942_RS03275,False
SYNPCC7942_RS03280,True
SYNPCC7942_RS03290,False
SYNPCC7942_RS03310,True
SYNPCC7942_RS03350,True
SYNPCC7942_RS03355,False
SYNPCC7942_RS03360,True
SYNPCC7942_RS03380,False
Synpcc7942_0668,False
SYNPCC7942_RS03430,True
SYNPCC7942_RS03450,True
SYNPCC7942_RS03485,False
SYNPCC7942_RS03490,True
SYNPCC7942_RS03505,True
SYNPCC7942_RS03570,False
SYNPCC7942_RS03575,True
SYNPCC7942_RS03585,True
SYNPCC7942_RS03625,False
SYNPCC7942_RS03645,True
SYNPCC7942_RS03655,True
SYNPCC7942_RS03670,True
SYNPCC7942_RS03695,False
SYNPCC7942_RS04015,False
SYNPCC7942_RS04020,True
SYNPCC7942_RS04025,True
SYNPCC7942_RS04030,True
SYNPCC7942_RS04045,False
SYNPCC7942_RS04050,False
SYNPCC7942_RS04060,True
SYNPCC7942_RS04145,True
SYNPCC7942_RS04160,True
SYNPCC7942_RS04180,False
SYNPCC7942_RS04195,False
SYNPCC7942_RS04205,True
SYNPCC7942_RS04215,False
SYNPCC7942_RS04230,True
SYNPCC7942_RS04235,True
SYNPCC7942_RS04245,False
SYNPCC7942_RS04250,False
SYNPCC7942_RS04275,True
SYNPCC7942_RS04290,False
SYNPCC7942_RS04355,False
SYNPCC7942_RS04385,True
SYNPCC7942_RS04395,True
SYNPCC7942_RS04400,True
SYNPCC7942_RS04440,False
SYNPCC7942_RS04515,True
SYNPCC7942_RS04540,True
SYNPCC7942_RS04585,True
SYNPCC7942_RS04600,False
SYNPCC7942_RS04605,True
SYNPCC7942_RS04655,True
SYNPCC7942_RS04690,True
SYNPCC7942_RS04705,True
SYNPCC7942_RS04725,False
SYNPCC7942_RS04735,False
SYNPCC7942_RS04750,False
SYNPCC7942_RS04760,True
SYNPCC7942_RS04770,True
SYNPCC7942_RS04780,True
SYNPCC7942_RS04785,True
SYNPCC7942_RS04790,True
SYNPCC7942_RS04795,True
SYNPCC7942_RS04820,False
SYNPCC7942_RS04830,False
SYNPCC7942_RS04850,True
SYNPCC7942_RS04855,True
SYNPCC7942_RS04865,False
SYNPCC7942_RS04890,False
SYNPCC7942_RS04920,True
SYNPCC7942_RS04925,False
SYNPCC7942_RS04960,False
SYNPCC7942_RS04970,True
SYNPCC7942_RS04985,False
SYNPCC7942_RS05000,False
SYNPCC7942_RS05015,True
SYNPCC7942_RS05020,True
SYNPCC7942_RS05065,True
SYNPCC7942_RS13875,True
SYNPCC7942_RS05090,False
SYNPCC7942_RS05115,False
SYNPCC7942_RS05135,True
SYNPCC7942_RS05140,True
SYNPCC7942_RS05145,True
SYNPCC7942_RS05155,False
SYNPCC7942_RS05170,False
SYNPCC7942_RS05175,False
SYNPCC7942_RS05240,False
SYNPCC7942_RS05245,True
SYNPCC7942_RS05250,True
SYNPCC7942_RS05285,False
SYNPCC7942_RS05290,True
SYNPCC7942_RS05325,True
SYNPCC7942_RS05330,False
SYNPCC7942_RS05350,False
SYNPCC7942_RS05355,True
SYNPCC7942_RS05370,False
SYNPCC7942_RS05375,False
SYNPCC7942_RS05380,False
SYNPCC7942_RS05385,False
SYNPCC7942_RS05390,False
SYNPCC7942_RS05395,False
SYNPCC7942_RS05400,False
SYNPCC7942_RS05410,True
SYNPCC7942_RS05420,True
SYNPCC7942_RS05425,True
SYNPCC7942_RS05480,True
SYNPCC7942_RS05500,False
SYNPCC7942_RS05545,False
SYNPCC7942_RS05550,False
SYNPCC7942_RS05555,False
SYNPCC7942_RS05560,True
SYNPCC7942_RS05570,False
SYNPCC7942_RS05575,True
SYNPCC7942_RS05610,False
SYNPCC7942_RS05625,True
SYNPCC7942_RS05635,False
SYNPCC7942_RS05655,False
SYNPCC7942_RS05670,False
SYNPCC7942_RS05685,True
SYNPCC7942_RS05695,False
SYNPCC7942_RS05720,True
SYNPCC7942_RS05745,False
SYNPCC7942_RS05765,False
SYNPCC7942_RS05790,True
SYNPCC7942_RS05810,False
SYNPCC7942_RS05815,False
SYNPCC7942_RS05845,True
SYNPCC7942_RS05885,False
SYNPCC7942_RS05900,True
SYNPCC7942_RS05995,False
SYNPCC7942_RS06000,True
SYNPCC7942_RS13745,False
SYNPCC7942_RS06020,True
SYNPCC7942_RS06025,True
SYNPCC7942_RS06030,True
SYNPCC7942_RS06045,True
SYNPCC7942_RS06050,True
SYNPCC7942_RS06055,True
SYNPCC7942_RS06065,False
SYNPCC7942_RS06075,True
SYNPCC7942_RS06095,False
SYNPCC7942_RS06100,True
SYNPCC7942_RS06115,True
SYNPCC7942_RS06130,True
SYNPCC7942_RS06135,True
SYNPCC7942_RS06220,False
SYNPCC7942_RS06275,True
SYNPCC7942_RS06300,True
SYNPCC7942_RS06310,True
SYNPCC7942_RS06315,True
SYNPCC7942_RS06320,False
SYNPCC7942_RS06330,False
SYNPCC7942_RS06335,False
SYNPCC7942_RS06340,False
SYNPCC7942_RS06345,False
SYNPCC7942_RS06350,False
SYNPCC7942_RS06355,True
SYNPCC7942_RS06375,False
SYNPCC7942_RS06385,False
SYNPCC7942_RS06400,True
SYNPCC7942_RS06405,False
SYNPCC7942_RS06440,False
SYNPCC7942_RS06460,True
SYNPCC7942_RS06475,False
SYNPCC7942_RS06495,True
SYNPCC7942_RS06500,True
SYNPCC7942_RS06615,True
SYNPCC7942_RS06620,False
SYNPCC7942_RS06635,False
SYNPCC7942_RS06675,False
SYNPCC7942_RS06690,True
SYNPCC7942_RS06695,True
SYNPCC7942_RS06715,True
SYNPCC7942_RS06730,False
SYNPCC7942_RS06735,False
SYNPCC7942_RS06740,False
SYNPCC7942_RS06760,False
SYNPCC7942_RS06810,False
SYNPCC7942_RS06815,False
SYNPCC7942_RS06820,False
SYNPCC7942_RS06825,False
SYNPCC7942_RS06860,True
SYNPCC7942_RS06865,True
SYNPCC7942_RS06870,False
SYNPCC7942_RS06875,True
SYNPCC7942_RS06880,True
SYNPCC7942_RS06885,False
SYNPCC7942_RS06910,False
SYNPCC7942_RS06950,True
SYNPCC7942_RS06990,True
SYNPCC7942_RS07015,False
SYNPCC7942_RS07020,True
SYNPCC7942_RS07025,False
SYNPCC7942_RS07060,True
SYNPCC7942_RS07080,True
SYNPCC7942_RS07095,True
SYNPCC7942_RS07110,False
SYNPCC7942_RS07155,False
SYNPCC7942_RS07180,False
SYNPCC7942_RS07195,True
SYNPCC7942_RS07200,True
SYNPCC7942_RS07210,False
SYNPCC7942_RS07215,False
SYNPCC7942_RS07220,False
SYNPCC7942_RS07240,True
SYNPCC7942_RS07260,False
SYNPCC7942_RS07265,False
SYNPCC7942_RS07270,True
SYNPCC7942_RS07275,True
SYNPCC7942_RS07280,True
SYNPCC7942_RS07285,True
SYNPCC7942_RS07290,True
SYNPCC7942_RS07295,True
SYNPCC7942_RS07300,True
SYNPCC7942_RS07305,True
SYNPCC7942_RS07325,True
SYNPCC7942_RS07330,True
SYNPCC7942_RS07340,True
SYNPCC7942_RS07360,False
SYNPCC7942_RS07365,True
SYNPCC7942_RS07370,True
SYNPCC7942_RS07385,True
SYNPCC7942_RS07405,True
SYNPCC7942_RS07410,False
SYNPCC7942_RS07415,True
SYNPCC7942_RS07440,True
SYNPCC7942_RS07445,True
SYNPCC7942_RS07450,True
SYNPCC7942_RS07455,True
SYNPCC7942_RS07500,False
SYNPCC7942_RS07510,False
SYNPCC7942_RS07515,False
SYNPCC7942_RS13760,False
SYNPCC7942_RS07520,False
SYNPCC7942_RS07525,False
SYNPCC7942_RS07530,False
SYNPCC7942_RS07535,True
SYNPCC7942_RS07540,False
Synpcc7942_1478,False
SYNPCC7942_RS07560,True
SYNPCC7942_RS07570,True
SYNPCC7942_RS07585,True
SYNPCC7942_RS07605,False
SYNPCC7942_RS07610,False
SYNPCC7942_RS07615,False
SYNPCC7942_RS07620,False
SYNPCC7942_RS07630,False
SYNPCC7942_RS07645,True
SYNPCC7942_RS07670,True
SYNPCC7942_RS07690,True
SYNPCC7942_RS07705,False
SYNPCC7942_RS07730,True
SYNPCC7942_RS07735,True
SYNPCC7942_RS07765,True
SYNPCC7942_RS07820,False
SYNPCC7942_RS07825,False
SYNPCC7942_RS07830,False
SYNPCC7942_RS07835,False
SYNPCC7942_RS07915,True
SYNPCC7942_RS08000,False
SYNPCC7942_RS08020,False
SYNPCC7942_RS08050,False
SYNPCC7942_RS08055,True
SYNPCC7942_RS08075,False
SYNPCC7942_RS08110,False
SYNPCC7942_RS08135,True
SYNPCC7942_RS08140,True
SYNPCC7942_RS08145,True
SYNPCC7942_RS08150,False
SYNPCC7942_RS08155,True
SYNPCC7942_RS08205,True
SYNPCC7942_RS08210,True
SYNPCC7942_RS08215,False
SYNPCC7942_RS08220,False
SYNPCC7942_RS08225,False
SYNPCC7942_RS08285,True
SYNPCC7942_RS08350,False
SYNPCC7942_RS08360,True
SYNPCC7942_RS08420,True
SYNPCC7942_RS08430,False
SYNPCC7942_RS08445,False
SYNPCC7942_RS08460,False
SYNPCC7942_RS08475,True
SYNPCC7942_RS08500,True
SYNPCC7942_RS08505,False
SYNPCC7942_RS08510,False
SYNPCC7942_RS08515,False
SYNPCC7942_RS08520,False
SYNPCC7942_RS08550,False
SYNPCC7942_RS08555,False
SYNPCC7942_RS08560,False
SYNPCC7942_RS08565,False
SYNPCC7942_RS08570,False
SYNPCC7942_RS08585,False
SYNPCC7942_RS08590,False
SYNPCC7942_RS08595,False
SYNPCC7942_RS08600,False
SYNPCC7942_RS08655,True
SYNPCC7942_RS13795,False
SYNPCC7942_RS08720,False
SYNPCC7942_RS08725,True
SYNPCC7942_RS08735,False
SYNPCC7942_RS08740,False
SYNPCC7942_RS08745,True
SYNPCC7942_RS08765,False
SYNPCC7942_RS08770,False
SYNPCC7942_RS08800,False
SYNPCC7942_RS08825,True
SYNPCC7942_RS08830,True
SYNPCC7942_RS08835,True
SYNPCC7942_RS08840,True
SYNPCC7942_RS08845,True
SYNPCC7942_RS08855,True
SYNPCC7942_RS08860,True
SYNPCC7942_RS08865,True
SYNPCC7942_RS08870,True
SYNPCC7942_RS08875,True
SYNPCC7942_RS08945,False
SYNPCC7942_RS08975,False
SYNPCC7942_RS08980,False
SYNPCC7942_RS09055,True
SYNPCC7942_RS09105,True
SYNPCC7942_RS09115,False
SYNPCC7942_RS09185,True
SYNPCC7942_RS09190,False
SYNPCC7942_RS09195,False
SYNPCC7942_RS09235,False
SYNPCC7942_RS09260,False
SYNPCC7942_RS09280,True
SYNPCC7942_RS09290,True
SYNPCC7942_RS09325,False
SYNPCC7942_RS09340,True
SYNPCC7942_RS09355,False
SYNPCC7942_RS09370,True
SYNPCC7942_RS09375,True
SYNPCC7942_RS09385,True
SYNPCC7942_RS09390,True
SYNPCC7942_RS09395,True
SYNPCC7942_RS09400,True
SYNPCC7942_RS09405,True
SYNPCC7942_RS09410,True
SYNPCC7942_RS09420,False
SYNPCC7942_RS09425,True
SYNPCC7942_RS09440,False
SYNPCC7942_RS09465,False
SYNPCC7942_RS09540,False
SYNPCC7942_RS09545,False
SYNPCC7942_RS09555,True
SYNPCC7942_RS09570,False
SYNPCC7942_RS09580,False
SYNPCC7942_RS09600,False
SYNPCC7942_RS09605,False
SYNPCC7942_RS09615,True
SYNPCC7942_RS09625,True
SYNPCC7942_RS09635,True
SYNPCC7942_RS09640,False
SYNPCC7942_RS09645,False
SYNPCC7942_RS09650,False
SYNPCC7942_RS09670,True
SYNPCC7942_RS09675,False
SYNPCC7942_RS09705,False
SYNPCC7942_RS09720,True
SYNPCC7942_RS09735,False
SYNPCC7942_RS09745,True
SYNPCC7942_RS09780,True
SYNPCC7942_RS09790,True
SYNPCC7942_RS09810,False
SYNPCC7942_RS09815,False
SYNPCC7942_RS09840,False
SYNPCC7942_RS09865,True
SYNPCC7942_RS09915,False
SYNPCC7942_RS09920,True
SYNPCC7942_RS09925,True
SYNPCC7942_RS09940,True
SYNPCC7942_RS09955,False
SYNPCC7942_RS09960,False
SYNPCC7942_RS09965,True
SYNPCC7942_RS09980,True
Synpcc7942_1971,False
SYNPCC7942_RS10005,True
SYNPCC7942_RS10020,False
SYNPCC7942_RS10025,False
SYNPCC7942_RS10035,False
SYNPCC7942_RS10050,True
SYNPCC7942_RS10055,True
SYNPCC7942_RS10060,True
SYNPCC7942_RS10100,False
SYNPCC7942_RS10105,False
SYNPCC7942_RS10110,False
SYNPCC7942_RS10115,True
SYNPCC7942_RS10140,False
SYNPCC7942_RS10180,True
SYNPCC7942_RS10185,False
Synpcc7942_2010,True
SYNPCC7942_RS10225,False
SYNPCC7942_RS10275,True
SYNPCC7942_RS10280,True
SYNPCC7942_RS10285,True
SYNPCC7942_RS10290,True
SYNPCC7942_RS10295,True
SYNPCC7942_RS10300,True
SYNPCC7942_RS10355,True
SYNPCC7942_RS10365,False
SYNPCC7942_RS10380,False
SYNPCC7942_RS10385,False
SYNPCC7942_RS10390,True
SYNPCC7942_RS10395,True
SYNPCC7942_RS10425,True
SYNPCC7942_RS10435,True
SYNPCC7942_RS10440,True
SYNPCC7942_RS10460,True
SYNPCC7942_RS10465,False
SYNPCC7942_RS10470,True
SYNPCC7942_RS10535,False
SYNPCC7942_RS10540,False
SYNPCC7942_RS10545,False
SYNPCC7942_RS10565,True
SYNPCC7942_RS10580,True
SYNPCC7942_RS10595,True
SYNPCC7942_RS10600,False
SYNPCC7942_RS10605,False
SYNPCC7942_RS10610,False
SYNPCC7942_RS10615,False
SYNPCC7942_RS10635,False
SYNPCC7942_RS10640,False
SYNPCC7942_RS10645,False
SYNPCC7942_RS10650,False
SYNPCC7942_RS10665,False
SYNPCC7942_RS10670,False
SYNPCC7942_RS10675,False
Synpcc7942_2107,False
SYNPCC7942_RS10695,True
SYNPCC7942_RS10700,False
SYNPCC7942_RS10710,True
SYNPCC7942_RS10735,True
SYNPCC7942_RS10760,True
SYNPCC7942_RS10765,True
SYNPCC7942_RS10815,False
SYNPCC7942_RS10825,False
SYNPCC7942_RS10835,True
SYNPCC7942_RS10840,True
SYNPCC7942_RS10880,True
SYNPCC7942_RS10895,False
SYNPCC7942_RS10930,False
SYNPCC7942_RS10955,False
SYNPCC7942_RS10975,False
SYNPCC7942_RS11000,False
SYNPCC7942_RS11055,False
SYNPCC7942_RS11065,False
SYNPCC7942_RS11110,False
SYNPCC7942_RS11120,True
SYNPCC7942_RS11160,True
SYNPCC7942_RS11170,True
SYNPCC7942_RS11185,True
SYNPCC7942_RS11240,True
SYNPCC7942_RS11345,True
SYNPCC7942_RS11355,False
SYNPCC7942_RS11385,False
SYNPCC7942_RS11395,True
SYNPCC7942_RS11400,False
SYNPCC7942_RS11425,False
SYNPCC7942_RS11450,True
SYNPCC7942_RS11455,False
SYNPCC7942_RS13830,False
SYNPCC7942_RS11475,False
SYNPCC7942_RS11500,True
SYNPCC7942_RS11510,True
SYNPCC7942_RS11515,False
SYNPCC7942_RS11525,True
SYNPCC7942_RS11540,False
SYNPCC7942_RS11545,True
SYNPCC7942_RS11555,True
SYNPCC7942_RS11585,False
SYNPCC7942_RS11615,False
SYNPCC7942_RS11620,True
SYNPCC7942_RS11625,True
SYNPCC7942_RS11630,False
SYNPCC7942_RS11635,True
SYNPCC7942_RS11640,True
SYNPCC7942_RS11645,True
SYNPCC7942_RS11670,False
SYNPCC7942_RS11675,False
SYNPCC7942_RS11705,True
SYNPCC7942_RS11710,False
SYNPCC7942_RS11730,False
SYNPCC7942_RS11740,True
SYNPCC7942_RS11755,True
SYNPCC7942_RS11770,True
SYNPCC7942_RS11775,False
SYNPCC7942_RS11780,False
SYNPCC7942_RS11800,True
SYNPCC7942_RS11805,True
SYNPCC7942_RS11815,False
SYNPCC7942_RS11850,True
SYNPCC7942_RS11855,True
SYNPCC7942_RS11865,False
SYNPCC7942_RS11870,False
SYNPCC7942_RS11885,True
SYNPCC7942_RS11895,True
SYNPCC7942_RS11900,False
SYNPCC7942_RS11905,False
SYNPCC7942_RS11930,False
SYNPCC7942_RS11955,True
SYNPCC7942_RS11985,True
SYNPCC7942_RS11990,False
SYNPCC7942_RS11995,True
SYNPCC7942_RS12000,True
SYNPCC7942_RS12050,False
SYNPCC7942_RS12060,False
SYNPCC7942_RS12070,True
SYNPCC7942_RS12090,False
SYNPCC7942_RS12100,True
SYNPCC7942_RS12105,False
SYNPCC7942_RS12115,False
SYNPCC7942_RS12130,False
SYNPCC7942_RS12135,False
SYNPCC7942_RS12145,False
SYNPCC7942_RS12160,True
SYNPCC7942_RS12165,True
SYNPCC7942_RS12205,False
SYNPCC7942_RS12230,True
SYNPCC7942_RS12245,True
SYNPCC7942_RS12270,True
SYNPCC7942_RS12295,False
SYNPCC7942_RS12325,False
SYNPCC7942_RS12365,True
SYNPCC7942_RS12380,True
SYNPCC7942_RS12395,True
SYNPCC7942_RS12405,True
SYNPCC7942_RS12410,True
SYNPCC7942_RS12415,True
SYNPCC7942_RS12420,False
SYNPCC7942_RS12425,False
Synpcc7942_2454,False
SYNPCC7942_RS12485,True
SYNPCC7942_RS12505,True
SYNPCC7942_RS12520,True
SYNPCC7942_RS12525,False
SYNPCC7942_RS12540,True
SYNPCC7942_RS12575,True
SYNPCC7942_RS12590,False
SYNPCC7942_RS12600,False
SYNPCC7942_RS12620,False
SYNPCC7942_RS12670,False
SYNPCC7942_RS12690,True
SYNPCC7942_RS12700,True
SYNPCC7942_RS12715,False
SYNPCC7942_RS12725,False
SYNPCC7942_RS12755,True
SYNPCC7942_RS12760,True
SYNPCC7942_RS12785,False
SYNPCC7942_RS12805,True
SYNPCC7942_RS12830,False
SYNPCC7942_RS12855,False
SYNPCC7942_RS12930,True
SYNPCC7942_RS12945,True
SYNPCC7942_RS12970,False
SYNPCC7942_RS12975,False
SYNPCC7942_RS12980,False
SYNPCC7942_RS12985,False
SYNPCC7942_RS12990,False
SYNPCC7942_RS12995,False
SYNPCC7942_RS13015,True
SYNPCC7942_RS13030,True
SYNPCC7942_RS13045,True
SYNPCC7942_RS13055,True
SYNPCC7942_RS13060,True
SYNPCC7942_RS13075,False
SYNPCC7942_RS13080,False
SYNPCC7942_RS13085,False
SYNPCC7942_RS13120,False
SYNPCC7942_RS13150,False
SYNPCC7942_RS13180,True
SYNPCC7942_RS13200,True
SYNPCC7942_RS13245,False
SYNPCC7942_RS13250,False
SYNPCC7942_RS13255,False
SYNPCC7942_RS13260,False
SYNPCC7942_RS13265,False
SYNPCC7942_RS13275,True
SYNPCC7942_RS13295,True
SYNPCC7942_RS13300,True
SYNPCC7942_RS13305,True
SYNPCC7942_RS13310,False
SYNPCC7942_RS13425,False
SYNPCC7942_RS13430,False
SYNPCC7942_RS13375,False
SYNPCC7942_RS13380,False
